Desc,Exp,Y_Val,Y_Pred
day_2048,0,1,0.792945146560669
day_2048,0,1,0.3568037947018941
day_2048,0,1,0.479627572827869
day_2048,0,1,0.801616542869144
day_2048,0,1,0.7591572668817308
day_2048,0,1,0.7014665537410312
day_2048,0,1,0.3568037947018941
day_2048,0,1,0.479627572827869
day_2048,0,1,0.3568037947018941
day_2048,0,1,0.479627572827869
day_2048,0,1,0.11282940043343438
day_2048,0,1,0.792945146560669
day_2048,0,1,0.3568037947018941
day_2048,0,1,0.801616542869144
day_2048,0,1,0.479627572827869
day_2048,0,1,0.3568037947018941
day_2048,0,1,0.7591572668817308
day_2048,0,1,0.792945146560669
day_2048,0,1,0.3568037947018941
day_2048,0,1,0.479627572827869
day_2048,0,1,0.11282940043343438
day_2048,0,1,0.7591572668817308
day_2048,0,1,0.7014665537410312
day_2048,0,1,0.3568037947018941
day_2048,0,1,0.11282940043343438
day_2048,0,1,0.11282940043343438
day_2048,0,1,0.11282940043343438
day_2048,0,1,0.7014665537410312
day_2048,0,1,0.479627572827869
day_2048,0,1,0.479627572827869
day_2048,0,1,0.479627572827869
day_2048,0,1,0.479627572827869
day_2048,0,1,0.7014665537410312
day_2048,0,1,0.7014665537410312
day_2048,0,1,0.801616542869144
day_2048,0,1,0.479627572827869
day_2048,0,1,0.7014665537410312
day_2048,0,1,0.9027199016677009
day_2048,0,1,0.9292753007676866
day_2048,0,1,0.9292753007676866
day_2048,0,1,0.9292753007676866
day_2048,0,1,0.9292753007676866
day_2048,0,1,0.9027199016677009
day_2048,0,1,0.9292753007676866
day_2048,0,1,0.9027199016677009
day_2048,0,1,0.9292753007676866
day_2048,0,1,0.9027199016677009
day_2048,0,1,0.9292753007676866
day_2048,0,1,0.9027199016677009
day_2048,0,1,0.9027199016677009
day_2048,0,1,0.9292753007676866
day_2048,0,1,0.9292753007676866
day_2048,0,1,0.9027199016677009
day_2048,0,1,0.9292753007676866
day_2048,0,1,0.9027199016677009
day_2048,0,1,0.9292753007676866
day_2048,0,1,0.9027199016677009
day_2048,0,1,0.9292753007676866
day_2048,0,1,0.9292753007676866
day_2048,0,1,0.9027199016677009
day_2048,0,1,0.9292753007676866
day_2048,0,1,0.9027199016677009
day_2048,0,1,0.9292753007676866
day_2048,0,1,0.9292753007676866
day_2048,0,1,0.9027199016677009
day_2048,0,1,0.9027199016677009
day_2048,0,1,0.9027199016677009
day_2048,0,1,0.9027199016677009
day_2048,0,1,0.9027199016677009
day_2048,0,1,0.9292753007676866
day_2048,0,1,0.9292753007676866
day_2048,0,1,0.9027199016677009
day_2048,0,1,0.9027199016677009
day_2048,0,1,0.9292753007676866
day_2048,0,1,0.766029159228007
day_2048,0,1,0.766029159228007
day_2048,0,1,0.7225682669215732
day_2048,0,1,0.7225682669215732
day_2048,0,1,0.56142748064465
day_2048,0,1,0.766029159228007
day_2048,0,1,0.766029159228007
day_2048,0,1,0.7732357846366035
day_2048,0,1,0.7732357846366035
day_2048,0,1,0.7225682669215732
day_2048,0,1,0.7732357846366035
day_2048,0,1,0.766029159228007
day_2048,0,1,0.56142748064465
day_2048,0,1,0.7225682669215732
day_2048,0,1,0.56142748064465
day_2048,0,1,0.7732357846366035
day_2048,0,1,0.7732357846366035
day_2048,0,1,0.7732357846366035
day_2048,0,1,0.7732357846366035
day_2048,0,1,0.7225682669215732
day_2048,0,1,0.7732357846366035
day_2048,0,1,0.766029159228007
day_2048,0,1,0.7225682669215732
day_2048,0,1,0.56142748064465
day_2048,0,1,0.7732357846366035
day_2048,0,1,0.7732357846366035
day_2048,0,1,0.766029159228007
day_2048,0,1,0.7225682669215732
day_2048,0,1,0.766029159228007
day_2048,0,1,0.766029159228007
day_2048,0,1,0.766029159228007
day_2048,0,1,0.766029159228007
day_2048,0,1,0.766029159228007
day_2048,0,1,0.766029159228007
day_2048,0,1,0.7732357846366035
day_2048,0,1,0.766029159228007
day_2048,0,1,0.56142748064465
day_2048,0,1,0.7943866319126553
day_2048,0,1,0.7943866319126553
day_2048,0,1,0.7943866319126553
day_2048,0,1,0.7383037540647719
day_2048,0,1,0.8670794169108073
day_2048,0,1,0.7943866319126553
day_2048,0,1,0.7383037540647719
day_2048,0,1,0.8670794169108073
day_2048,0,1,0.8670794169108073
day_2048,0,1,0.7943866319126553
day_2048,0,1,0.8670794169108073
day_2048,0,1,0.7383037540647719
day_2048,0,1,0.7383037540647719
day_2048,0,1,0.7943866319126553
day_2048,0,1,0.7943866319126553
day_2048,0,1,0.8670794169108073
day_2048,0,1,0.8670794169108073
day_2048,0,1,0.7943866319126553
day_2048,0,1,0.7383037540647719
day_2048,0,1,0.7943866319126553
day_2048,0,1,0.7383037540647719
day_2048,0,1,0.7943866319126553
day_2048,0,1,0.7383037540647719
day_2048,0,1,0.8670794169108073
day_2048,0,1,0.7383037540647719
day_2048,0,1,0.8670794169108073
day_2048,0,1,0.7943866319126553
day_2048,0,1,0.7383037540647719
day_2048,0,1,0.8670794169108073
day_2048,0,1,0.7383037540647719
day_2048,0,1,0.8670794169108073
day_2048,0,1,0.8670794169108073
day_2048,0,1,0.7383037540647719
day_2048,0,1,0.8670794169108073
day_2048,0,1,0.7383037540647719
day_2048,0,1,0.7943866319126553
day_2048,0,1,0.7943866319126553
day_2048,0,1,0.8544594115681119
day_2048,0,1,0.892710632748074
day_2048,0,1,0.8908514844046699
day_2048,0,1,0.8544594115681119
day_2048,0,1,0.892710632748074
day_2048,0,1,0.8544594115681119
day_2048,0,1,0.37451767590310836
day_2048,0,1,0.37451767590310836
day_2048,0,1,0.892710632748074
day_2048,0,1,0.6107099850972494
day_2048,0,1,0.7439464529355367
day_2048,0,1,0.6107099850972494
day_2048,0,1,0.6107099850972494
day_2048,0,1,0.46249906884299385
day_2048,0,1,0.892710632748074
day_2048,0,1,0.892710632748074
day_2048,0,1,0.7439464529355367
day_2048,0,1,0.6107099850972494
day_2048,0,1,0.8544594115681119
day_2048,0,1,0.8544594115681119
day_2048,0,1,0.8544594115681119
day_2048,0,1,0.6107099850972494
day_2048,0,1,0.892710632748074
day_2048,0,1,0.8908514844046699
day_2048,0,1,0.7439464529355367
day_2048,0,1,0.8544594115681119
day_2048,0,1,0.37451767590310836
day_2048,0,1,0.8908514844046699
day_2048,0,1,0.7439464529355367
day_2048,0,1,0.6107099850972494
day_2048,0,1,0.7439464529355367
day_2048,0,1,0.8544594115681119
day_2048,0,1,0.37451767590310836
day_2048,0,1,0.892710632748074
day_2048,0,1,0.8908514844046699
day_2048,0,1,0.7439464529355367
day_2048,0,1,0.8544594115681119
day_2048,0,1,0.9381967451837327
day_2048,0,1,0.9381967451837327
day_2048,0,1,0.9381967451837327
day_2048,0,1,0.9381967451837327
day_2048,0,1,0.9381967451837327
day_2048,0,1,0.9381967451837327
day_2048,0,1,0.9381967451837327
day_2048,0,1,0.9381967451837327
day_2048,0,1,0.9381967451837327
day_2048,0,1,0.9381967451837327
day_2048,0,1,0.9381967451837327
day_2048,0,1,0.9381967451837327
day_2048,0,1,0.9381967451837327
day_2048,0,1,0.9381967451837327
day_2048,0,1,0.9381967451837327
day_2048,0,1,0.9381967451837327
day_2048,0,1,0.9381967451837327
day_2048,0,1,0.9381967451837327
day_2048,0,1,0.9381967451837327
day_2048,0,1,0.9381967451837327
day_2048,0,1,0.9381967451837327
day_2048,0,1,0.9381967451837327
day_2048,0,1,0.9381967451837327
day_2048,0,1,0.9381967451837327
day_2048,0,1,0.9381967451837327
day_2048,0,1,0.9381967451837327
day_2048,0,1,0.9381967451837327
day_2048,0,1,0.9381967451837327
day_2048,0,1,0.9381967451837327
day_2048,0,1,0.9381967451837327
day_2048,0,1,0.9381967451837327
day_2048,0,1,0.9381967451837327
